Symbol	Name	PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
ACSL5	acyl-CoA synthetase long chain family member 5	PA27969	51703	HGNC:16526	ENSG00000197142	chr10	114133916	114188138	112374158	112428380
ACSL6	acyl-CoA synthetase long chain family member 6	PA27970	23305	HGNC:16496	ENSG00000164398	chr5	131285666	131347761	131949973	132012068
ACSM1	acyl-CoA synthetase medium chain family member 1	PA25468	116285	HGNC:18049	ENSG00000166743	chr16	20634555	20709066	20623235	20697788
ACSM2A	acyl-CoA synthetase medium chain family member 2A	PA162375402	123876	HGNC:32017	ENSG00000183747	chr16	20462846	20498991	20451461	20487669
ACSM2B	acyl-CoA synthetase medium chain family member 2B	PA162375437	348158	HGNC:30931	ENSG00000066813	chr16	20548080	20587695	20536261	20576379
ACSM3	acyl-CoA synthetase medium chain family member 3	PA34930	6296	HGNC:10522	ENSG00000005187	chr16	20775312	20808479	20763990	20797157
ACSM4	acyl-CoA synthetase medium chain family member 4	PA162375472	341392	HGNC:32016	ENSG00000215009	chr12	7456928	7480969	7304332	7328373
ACSM5	acyl-CoA synthetase medium chain family member 5	PA162375501	54988	HGNC:26060	ENSG00000183549	chr16	20420850	20452290	20409508	20441333
ACSM6	acyl-CoA synthetase medium chain family member 6	PA134905303	142827	HGNC:31665	ENSG00000173124	chr10	96953957	96988686	95194200	95228929
ACSS1	acyl-CoA synthetase short chain family member 1	PA24430	84532	HGNC:16091	ENSG00000154930	chr20	24986866	25038818	25006230	25058182
ACSS2	acyl-CoA synthetase short chain family member 2	PA24429	55902	HGNC:15814	ENSG00000131069	chr20	33462766	33515769	34874942	34927966
ACSS3	acyl-CoA synthetase short chain family member 3	PA162375534	79611	HGNC:24723	ENSG00000111058	chr12	81471797	81650538	81078018	81257795
ACTA1	actin alpha 1, skeletal muscle	PA24455	58	HGNC:129	ENSG00000143632	chr1	229566992	229569858	229431245	229434096
ACTA2	actin alpha 2, smooth muscle	PA24456	59	HGNC:130	ENSG00000107796	chr10	90694831	90751147	88935074	88991397
ACTB	actin beta	PA24457	60	HGNC:132	ENSG00000075624	chr7	5566779	5570232	5527148	5530601
ACTBL2	actin beta like 2	PA142672651	345651	HGNC:17780	ENSG00000169067	chr5	56775843	56778636	57480016	57482809
ACTBP1	actin, beta pseudogene 1	PA24459	643309	HGNC:134		chrX	46147449	46148563	46287816	46289206
ACTBP10	actin, beta pseudogene 10	PA134888079	446207	HGNC:31819		chr14	19987119	19988846	18998860	19000587
ACTBP2	actin, beta pseudogene 2	PA24460	62	HGNC:135		chr5	77080627	77082421	77784803	77786597
ACTBP3	actin, beta pseudogene 3	PA24461	63	HGNC:136		chr18	57360278	57360705	59693046	59693473
ACTBP4	actin, beta pseudogene 4	PA24462	64	HGNC:137		chr5	130994133	130995892	131658440	131660199
ACTBP6	actin, beta pseudogene 6	PA24464	66	HGNC:139		chr8	85860744	85862510	84948509	84950268
ACTBP7	actin, beta pseudogene 7	PA24465	67	HGNC:140		chr15	44280676	44282463	43988478	43990265
ACTBP8	actin, beta pseudogene 8	PA24466	68	HGNC:141		chr6	88985024	88986792	88275305	88277073
ACTBP9	actin, beta pseudogene 9	PA24467	69	HGNC:142		chr18	60109157	60110948	62441924	62443715
ACTC1	actin alpha cardiac muscle 1	PA162375571	70	HGNC:143	ENSG00000159251	chr15	35080297	35087927	34788096	34795726
ACTG1	actin gamma 1	PA24468	71	HGNC:144	ENSG00000184009	chr17	79476997	79479892	81509971	81512866
ACTG1P1	actin, gamma 1 pseudogene 1	PA24470	73	HGNC:146		chr3	139212582	139214524	139493740	139495682
ACTG1P10	actin, gamma 1 pseudogene 10	PA24479	83	HGNC:155		chrX	53170870	53173166	53141688	53143984
ACTG1P2	actin, gamma 1 pseudogene 2	PA24471	74	HGNC:147		chrY	19868077	19870178	17756197	17758298
ACTG1P3	actin, gamma 1 pseudogene 3	PA24472	75	HGNC:148		chr20	1141154	1142641	1160509	1162097
ACTG1P6	actin, gamma 1 pseudogene 6	PA24475	78	HGNC:151		chr1				
ACTG1P7	actin, gamma 1 pseudogene 7	PA24476	79	HGNC:152		chr1				
ACTG1P8	actin, gamma 1 pseudogene 8	PA24477	80	HGNC:153		chr1				
ACTG1P9	actin, gamma 1 pseudogene 9	PA24478	82	HGNC:154		chr6	46172649	46174298	46204912	46206561
ACTG2	actin gamma 2, smooth muscle	PA24469	72	HGNC:145	ENSG00000163017	chr2	74120093	74146780	73892966	73919653
ACTL10	actin like 10	PA25676	170487	HGNC:16127	ENSG00000182584	chr20	32254304	32256331	33666498	33668525
ACTL6A	actin like 6A	PA134914203	86	HGNC:24124	ENSG00000136518	chr3	179280708	179306193	179562880	179588405
ACTL6B	actin like 6B	PA24482	51412	HGNC:160	ENSG00000077080	chr7	100240720	100254084	100643097	100656461
ACTL7A	actin like 7A	PA24483	10881	HGNC:161	ENSG00000187003	chr9	111624603	111626035	108862228	108863755
ACTL7B	actin like 7B	PA24484	10880	HGNC:162	ENSG00000148156	chr9	111616868	111618275	108854588	108855995
ACTL8	actin like 8	PA142672644	81569	HGNC:24018	ENSG00000117148	chr1	18081808	18153558	17755313	17827063
ACTL9	actin like 9	PA165392996	284382	HGNC:28494	ENSG00000181786	chr19	8807751	8809172	8697397	8698830
ACTN1	actinin alpha 1	PA24	87	HGNC:163	ENSG00000072110	chr14	69340840	69446083	68874123	68979366
ACTN2	actinin alpha 2	PA25	88	HGNC:164	ENSG00000077522	chr1	236849754	236927931	236686454	236764631
ACTN3	actinin alpha 3 (gene/pseudogene)	PA24485	89	HGNC:165	ENSG00000248746	chr11	66314312	66330799	66546395	66563329
ACTN4	actinin alpha 4	PA23	81	HGNC:166	ENSG00000130402	chr19	39138256	39221336	38647616	38730532
ACTR10	actin related protein 10	PA134899463	55860	HGNC:17372	ENSG00000131966	chr14	58666833	58702354	58200115	58235636
ACTR1A	actin related protein 1A	PA24486	10121	HGNC:167	ENSG00000138107	chr10	104238986	104262580	102479229	102502755
ACTR1B	actin related protein 1B	PA24487	10120	HGNC:168	ENSG00000115073	chr2	98272402	98280561	97655939	97664098
ACTR2	actin related protein 2	PA24488	10097	HGNC:169	ENSG00000138071	chr2	65454829	65498387	65227695	65271253
ACTR3	actin related protein 3	PA24489	10096	HGNC:170	ENSG00000115091	chr2	114647511	114719131	113889934	113961554
ACTR3B	actin related protein 3B	PA142672645	57180	HGNC:17256	ENSG00000133627	chr7	152456834	152552464	152759749	153070979
ACTR3C	actin related protein 3C	PA165617588	653857	HGNC:37282	ENSG00000106526	chr7	149944301	150020758	149881359	150325523
ACTR3P1	ARP3 actin-related protein 3 homolog (yeast) pseudogene 1	PA134914063	100288580	HGNC:31820		chr14	22053413	22054404	21585289	21586280
ACTR5	actin related protein 5	PA24490	79913	HGNC:14671	ENSG00000101442	chr20	37376933	37401089	38748454	38772446
ACTR6	actin related protein 6	PA134984466	64431	HGNC:24025	ENSG00000075089	chr12	100593865	100618202	100200087	100224425
ACTR8	actin related protein 8	PA24491	93973	HGNC:14672	ENSG00000113812	chr3	53898959	53916229	53863096	53882202
ACTRT1	actin related protein T1	PA142672646	139741	HGNC:24027	ENSG00000123165	chrX	127184941	127186382	128050962	128052403
ACTRT2	actin related protein T2	PA142672647	140625	HGNC:24026	ENSG00000169717	chr1	2938046	2939467	3021482	3022903
ACTRT3	actin related protein T3	PA166048955	84517	HGNC:24022		chr3	169484709	169487683	169766921	169769895
ACVR1	activin A receptor type 1	PA24492	90	HGNC:171	ENSG00000115170	chr2	158592958	158732374	157736446	157875880
ACVR1B	activin A receptor type 1B	PA24493	91	HGNC:172	ENSG00000135503	chr12	52345451	52390863	51951667	51997079
ACVR1C	activin A receptor type 1C	PA134908988	130399	HGNC:18123	ENSG00000123612	chr2	158383279	158485399	157526767	157628887
ACVR2A	activin A receptor type 2A	PA24494	92	HGNC:173	ENSG00000121989	chr2	148602086	148688396	147844517	147930827
ACVR2B	activin A receptor type 2B	PA24495	93	HGNC:174	ENSG00000114739	chr3	38495790	38534633	38454299	38493142
ACVRL1	activin A receptor like type 1	PA24496	94	HGNC:175	ENSG00000139567	chr12	52300657	52317145	51906913	51923361
ACY1	aminoacylase 1	PA24497	95	HGNC:177	"ENSG00000114786,""ENSG00000243989"""	chr3	52017300	52023218	51983284	51989202
ACY3	aminoacylase 3	PA134936640	91703	HGNC:24104	ENSG00000132744	chr11	67410026	67418130	67642551	67650829
ACYP1	acylphosphatase 1	PA24499	97	HGNC:179	ENSG00000119640	chr14	75519924	75536181	75053221	75069483
ACYP2	acylphosphatase 2	PA24500	98	HGNC:180	ENSG00000170634	chr2	54342410	54532437	53970838	54305300
ADA	adenosine deaminase	PA24503	100	HGNC:186	ENSG00000196839	chr20	43248160	43280376	44619519	44651758
ADA2	adenosine deaminase 2	PA26382	51816	HGNC:1839	ENSG00000093072	chr22	17659681	17702744	17178790	17221854
ADAD1	adenosine deaminase domain containing 1	PA162375590	132612	HGNC:30713	ENSG00000164113	chr4	123300121	123350957	122378966	122429815
ADAD2	adenosine deaminase domain containing 2	PA162375591	161931	HGNC:30714	ENSG00000140955	chr16	84224723	84230772	84191117	84197166
ADAL	adenosine deaminase like	PA142672643	161823	HGNC:31853	ENSG00000168803	chr15	43622872	43646096	43330351	43354555
ADAM10	ADAM metallopeptidase domain 10	PA24505	102	HGNC:188	ENSG00000137845	chr15	58887403	59042177	58595204	58749978
ADAM11	ADAM metallopeptidase domain 11	PA24506	4185	HGNC:189	ENSG00000073670	chr17	42836405	42859214	44759037	44781846
ADAM12	ADAM metallopeptidase domain 12	PA24507	8038	HGNC:190	ENSG00000148848	chr10	127700960	128077127	126012385	126388558
ADAM15	ADAM metallopeptidase domain 15	PA24510	8751	HGNC:193	ENSG00000143537	chr1	155023748	155035252	155051272	155062776
ADAM17	ADAM metallopeptidase domain 17	PA24512	6868	HGNC:195	ENSG00000151694	chr2	9629392	9695917	9488486	9555820
ADAM18	ADAM metallopeptidase domain 18	PA24513	8749	HGNC:196	ENSG00000168619	chr8	39442087	39587583	39584568	39730064
ADAM19	ADAM metallopeptidase domain 19	PA24514	8728	HGNC:197	ENSG00000135074	chr5	156822071	157002831	157477304	157575823
ADAM1A	ADAM metallopeptidase domain 1A, pseudogene	PA24504	8759	HGNC:187		chr12	112336867	112339706	111899063	111901902
ADAM2	ADAM metallopeptidase domain 2	PA24515	2515	HGNC:198	ENSG00000104755	chr8	39601254	39695808	39743735	39838289
ADAM20	ADAM metallopeptidase domain 20	PA24516	8748	HGNC:199	ENSG00000134007	chr14	70989078	71022756	70520817	70564742
ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	PA134994122	317760	HGNC:20102		chr14	70935593	70950473	70468876	70483756
ADAM21	ADAM metallopeptidase domain 21	PA24517	8747	HGNC:200	ENSG00000139985	chr14	70918874	70926622	70452157	70459905
ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	PA134948631	145241	HGNC:19822	ENSG00000139985	chr14	70712470	70714518	70245753	70247801
ADAM22	ADAM metallopeptidase domain 22	PA24518	53616	HGNC:201	ENSG00000008277	chr7	87563566	87832204	87934143	88202889
ADAM23	ADAM metallopeptidase domain 23	PA24519	8745	HGNC:202	ENSG00000114948	chr2	207308268	207485854	206443544	206621130
ADAM28	ADAM metallopeptidase domain 28	PA24523	10863	HGNC:206	ENSG00000042980	chr8	24151553	24212726	24294040	24359018
ADAM29	ADAM metallopeptidase domain 29	PA24524	11086	HGNC:207	ENSG00000168594	chr4	175839509	175899331	174918358	174978180
ADAM30	ADAM metallopeptidase domain 30	PA24525	11085	HGNC:208	ENSG00000134249	chr1	120436156	120439147	119893533	119896524
ADAM32	ADAM metallopeptidase domain 32	PA134932610	203102	HGNC:15479	ENSG00000197140	chr8	38965050	39142436	39107529	39284917
ADAM33	ADAM metallopeptidase domain 33	PA24526	80332	HGNC:15478	ENSG00000149451	chr20	3648620	3662755	3667973	3682131
ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	PA24527	1587	HGNC:209		chr8	39308564	39380508	39451045	39522989
ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	PA24528	1596	HGNC:210		chr16	49551557	49552263	49517646	49518352
ADAM5	ADAM metallopeptidase domain 5, pseudogene	PA24530	255926	HGNC:212	ENSG00000196115	chr8	39172182	39274745	39314663	39417226
ADAM6	ADAM metallopeptidase domain 6, pseudogene	PA24531	8755	HGNC:213		chr14	106435819	106438358	105969731	105972269
ADAM7	ADAM metallopeptidase domain 7	PA24532	8756	HGNC:214	ENSG00000069206	chr8	24298509	24370273	24440996	24509565
ADAM8	ADAM metallopeptidase domain 8	PA24533	101	HGNC:215	ENSG00000151651	chr10	135075920	135090489	133262416	133276903
ADAM9	ADAM metallopeptidase domain 9	PA24534	8754	HGNC:216	ENSG00000168615	chr8	38854505	38962780	38996771	39105261
ADAMDEC1	ADAM like decysin 1	PA24535	27299	HGNC:16299	ENSG00000134028	chr8	24241798	24263526	24384285	24406013
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	PA24536	9510	HGNC:217	ENSG00000154734	chr21	28208606	28217728	26836287	26845409
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	PA24537	81794	HGNC:13201	ENSG00000142303	chr19	8645124	8675588	8580240	8610735
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	PA24538	81792	HGNC:14605	ENSG00000151388	chr5	33523640	33892319	33523535	33892180
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	PA24539	11093	HGNC:1366	ENSG00000160323	chr9	136279459	136324525	133414339	133459403
ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	PA24540	140766	HGNC:14899	ENSG00000138316	chr10	72432559	72522197	70672518	70762441
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	PA24541	170689	HGNC:16305	ENSG00000166106	chr11	130318869	130346539	130448876	130478215
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	PA24542	170690	HGNC:17108	ENSG00000145536	chr5	5140443	5320412	5140330	5320304
ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	PA24543	170691	HGNC:17109	ENSG00000140470	chr15	100511643	100882183	99971438	100342924
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	PA24544	170692	HGNC:17110	ENSG00000140873	chr16	77316025	77469011	77282128	77435114
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	PA24545	171019	HGNC:17111	ENSG00000145808	chr5	128796103	129074376	129460281	129738683
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	PA24546	9509	HGNC:218	ENSG00000087116	chr5	178537852	178772431	179110851	179345430
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	PA134901626	80070	HGNC:17178	ENSG00000173157	chr12	43748012	43945724	43352843	43551971
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	PA24547	9508	HGNC:219	ENSG00000156140	chr4	73146686	73434516	72280969	72568799
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	PA24548	9507	HGNC:220	ENSG00000158859	chr1	161159538	161168845	161189725	161199080
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	PA24549	11096	HGNC:221	ENSG00000154736	chr21	28290231	28339439	26917912	26967120
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	PA24550	11174	HGNC:222	ENSG00000049192	chr5	64444563	64777704	65148736	65482014
ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	PA24551	11173	HGNC:223	ENSG00000136378	chr15	79051545	79103805	78759203	78811464
ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	PA24552	11095	HGNC:224	ENSG00000134917	chr11	130274660	130298539	130404923	130428993
ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	PA24553	56999	HGNC:13202	ENSG00000163638	chr3	64501330	64673676	64515654	64688000
ADAMTSL1	ADAMTS like 1	PA24554	92949	HGNC:14632	ENSG00000178031	chr9	18474079	18910948	17906574	18910950
ADAMTSL2	ADAMTS like 2	PA134920655	9719	HGNC:14631	ENSG00000197859	chr9	136397286	136440641	133532164	133575519
ADAMTSL3	ADAMTS like 3	PA134934525	57188	HGNC:14633	ENSG00000156218	chr15	84322838	84708594	83654086	84039842
ADAMTSL4	ADAMTS like 4	PA134879921	54507	HGNC:19706	ENSG00000143382	chr1	150521846	150533413	150549369	150560937
ADAMTSL5	ADAMTS like 5	PA134867057	339366	HGNC:27912	ENSG00000185761	chr19	1505017	1513188	1505018	1513189
ADAP1	ArfGAP with dual PH domains 1	PA26404	11033	HGNC:16486	ENSG00000105963	chr7	937537	995208	897900	955407
ADAP2	ArfGAP with dual PH domains 2	PA26405	55803	HGNC:16487	ENSG00000184060	chr17	29248698	29286340	30921736	30959193
ADAR	adenosine deaminase RNA specific	PA24555	103	HGNC:225	ENSG00000160710	chr1	154554533	154600456	154582057	154628016
ADARB1	adenosine deaminase RNA specific B1	PA24556	104	HGNC:226	ENSG00000197381	chr21	46494493	46646478	45074578	45226563
ADARB2	adenosine deaminase RNA specific B2 (inactive)	PA24557	105	HGNC:227	ENSG00000185736	chr10	1223253	1779670	1177313	1737476
ADARB2-AS1	ADARB2 antisense RNA 1	PA164723758	642394	HGNC:23299	ENSG00000205696	chr10	1568825	1599179	1526630	1556984
ADAT1	adenosine deaminase tRNA specific 1	PA24558	23536	HGNC:228	ENSG00000065457	chr16	75622718	75657221	75596879	75623323
ADAT2	adenosine deaminase tRNA specific 2	PA162375592	134637	HGNC:21172	ENSG00000189007	chr6	143743969	143771841	143422832	143450750
ADAT3	adenosine deaminase tRNA specific 3	PA162375609	113179	HGNC:25151	ENSG00000213638	chr19	1905371	1913446	1905372	1913447
ADCK1	aarF domain containing kinase 1	PA134861355	57143	HGNC:19038	ENSG00000063761	chr14	78266426	78400297	77800058	77933954
ADCK2	aarF domain containing kinase 2	PA134902329	90956	HGNC:19039	ENSG00000133597	chr7	140372730	140395745	140672928	140695114
ADCK5	aarF domain containing kinase 5	PA134963849	203054	HGNC:21738	ENSG00000173137	chr8	145597704	145618457	144373762	144393242
ADCP1	adenosine deaminase complexing protein 1	PA24559	106	HGNC:229		chr6				
ADCY1	adenylate cyclase 1	PA24560	107	HGNC:232	ENSG00000164742	chr7	45614125	45762715	45574140	45723116
ADCY10	adenylate cyclase 10	PA162375618	55811	HGNC:21285	ENSG00000143199	chr1	167778357	167883608	167809080	167915556
ADCY2	adenylate cyclase 2	PA24561	108	HGNC:233	ENSG00000078295	chr5	7396343	7830194	7396230	7830081
ADCY3	adenylate cyclase 3	PA164741137	109	HGNC:234	ENSG00000138031	chr2	25042038	25142602	24819169	24920017
ADCY4	adenylate cyclase 4	PA24562	196883	HGNC:235	ENSG00000129467	chr14	24787555	24804277	24318349	24335071
ADCY5	adenylate cyclase 5	PA24563	111	HGNC:236	ENSG00000173175	chr3	123001143	123167924	123282296	123448632
ADCY6	adenylate cyclase 6	PA27	112	HGNC:237	ENSG00000174233	chr12	49159975	49182820	48766191	48789096
ADCY7	adenylate cyclase 7	PA28	113	HGNC:238	ENSG00000121281	chr16	50278830	50352046	50246158	50318135
ADCY8	adenylate cyclase 8	PA29	114	HGNC:239	ENSG00000155897	chr8	131792546	132053012	130780300	131041604
ADCY9	adenylate cyclase 9	PA30	115	HGNC:240	ENSG00000162104	chr16	4012650	4166186	3953387	4116185
ADCYAP1	adenylate cyclase activating polypeptide 1	PA24564	116	HGNC:241	ENSG00000141433	chr18	904366	912173	904342	912172
ADCYAP1R1	ADCYAP receptor type I	PA24565	117	HGNC:242	ENSG00000078549	chr7	31092076	31151093	31052341	31114005
ADD1	adducin 1	PA31	118	HGNC:243	ENSG00000087274	chr4	2845454	2931803	2843732	2930076
ADD2	adducin 2	PA24566	119	HGNC:244	ENSG00000075340	chr2	70888334	70995375	70656784	70768243
ADD3	adducin 3	PA24567	120	HGNC:245	ENSG00000148700	chr10	111765627	111895323	109996350	110135565
ADGB	androglobin	PA134944476	79747	HGNC:21212		chr6	146920136	147136598	146598965	146815462
ADGRA1	adhesion G protein-coupled receptor A1	PA134910893	84435	HGNC:13838	ENSG00000197177	chr10	134884433	134945179	133070929	133131675
ADGRA2	adhesion G protein-coupled receptor A2	PA134869404	25960	HGNC:17849	ENSG00000020181	chr8	37654401	37701504	37796883	37843986
ADGRA3	adhesion G protein-coupled receptor A3	PA134919579	166647	HGNC:13839	ENSG00000152990	chr4	22388997	22517677	22387374	22516058
ADGRB1	adhesion G protein-coupled receptor B1	PA25247	575	HGNC:943	ENSG00000181790	chr8	143545377	143626369	142449703	142545009
ADGRB2	adhesion G protein-coupled receptor B2	PA25248	576	HGNC:944	ENSG00000121753	chr1	32192718	32230494	31727105	31764063
