Gene	Allele1	Allele2	ActivityScore	Phenotype	EHR	ConsultationID
CYP2B6	*13	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*14	*14		Indeterminate	none	6
CYP2B6	*14	*15		Indeterminate	none	6
CYP2B6	*14	*17		Indeterminate	none	6
CYP2B6	*14	*18		Indeterminate	none	6
CYP2B6	*14	*19		Indeterminate	none	6
CYP2B6	*14	*20		Indeterminate	none	6
CYP2B6	*14	*21		Indeterminate	none	6
CYP2B6	*14	*22		Indeterminate	none	6
CYP2B6	*14	*23		Indeterminate	none	6
CYP2B6	*14	*24		Indeterminate	none	6
CYP2B6	*14	*25		Indeterminate	none	6
CYP2B6	*14	*26		Indeterminate	none	6
CYP2B6	*14	*27		Indeterminate	none	6
CYP2B6	*14	*28		Indeterminate	none	6
CYP2B6	*14	*29		Indeterminate	none	6
CYP2B6	*14	*30		Indeterminate	none	6
CYP2B6	*14	*31		Indeterminate	none	6
CYP2B6	*14	*32		Indeterminate	none	6
CYP2B6	*14	*33		Indeterminate	none	6
CYP2B6	*14	*34		Indeterminate	none	6
CYP2B6	*14	*35		Indeterminate	none	6
CYP2B6	*14	*36		Indeterminate	none	6
CYP2B6	*14	*37		Indeterminate	none	6
CYP2B6	*14	*38		Indeterminate	none	6
CYP2B6	*15	*15		Indeterminate	none	6
CYP2B6	*15	*17		Indeterminate	none	6
CYP2B6	*15	*18		Indeterminate	none	6
CYP2B6	*15	*19		Indeterminate	none	6
CYP2B6	*15	*20		Indeterminate	none	6
CYP2B6	*15	*21		Indeterminate	none	6
CYP2B6	*15	*22		Indeterminate	none	6
CYP2B6	*15	*23		Indeterminate	none	6
CYP2B6	*15	*24		Indeterminate	none	6
CYP2B6	*15	*25		Indeterminate	none	6
CYP2B6	*15	*26		Indeterminate	none	6
CYP2B6	*15	*27		Indeterminate	none	6
CYP2B6	*15	*28		Indeterminate	none	6
CYP2B6	*15	*29		Indeterminate	none	6
CYP2B6	*15	*30		Indeterminate	none	6
CYP2B6	*15	*31		Indeterminate	none	6
CYP2B6	*15	*32		Indeterminate	none	6
CYP2B6	*15	*33		Indeterminate	none	6
CYP2B6	*15	*34		Indeterminate	none	6
CYP2B6	*15	*35		Indeterminate	none	6
CYP2B6	*15	*36		Indeterminate	none	6
CYP2B6	*15	*37		Indeterminate	none	6
CYP2B6	*15	*38		Indeterminate	none	6
CYP2B6	*17	*17		Normal Metabolizer	Normal/Routine/Low Risk	8
CYP2B6	*17	*18		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*19		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*20		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*21		Indeterminate	none	6
CYP2B6	*17	*22		Rapid Metabolizer	Normal/Routine/Low Risk	10
CYP2B6	*17	*23		Indeterminate	none	6
CYP2B6	*17	*24		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*25		Indeterminate	none	6
CYP2B6	*17	*26		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*27		Indeterminate	none	6
CYP2B6	*17	*28		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*29		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*30		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*31		Normal Metabolizer	Normal/Routine/Low Risk	8
CYP2B6	*17	*32		Normal Metabolizer	Normal/Routine/Low Risk	8
CYP2B6	*17	*33		Indeterminate	none	6
CYP2B6	*17	*34		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*35		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*36		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*37		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*17	*38		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*18	*18		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*19		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*20		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*21		Indeterminate	none	6
CYP2B6	*18	*22		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*18	*23		Indeterminate	none	6
CYP2B6	*18	*24		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*25		Indeterminate	none	6
CYP2B6	*18	*26		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*27		Indeterminate	none	6
CYP2B6	*18	*28		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*29		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*30		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*31		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*18	*32		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*18	*33		Indeterminate	none	6
CYP2B6	*18	*34		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*18	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*19		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*20		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*21		Indeterminate	none	6
CYP2B6	*19	*22		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*19	*23		Indeterminate	none	6
CYP2B6	*19	*24		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*25		Indeterminate	none	6
CYP2B6	*19	*26		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*27		Indeterminate	none	6
CYP2B6	*19	*28		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*29		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*30		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*31		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*19	*32		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*19	*33		Indeterminate	none	6
CYP2B6	*19	*34		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*19	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*20		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*21		Indeterminate	none	6
CYP2B6	*20	*22		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*20	*23		Indeterminate	none	6
CYP2B6	*20	*24		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*25		Indeterminate	none	6
CYP2B6	*20	*26		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*27		Indeterminate	none	6
CYP2B6	*20	*28		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*29		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*30		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*31		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*20	*32		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*20	*33		Indeterminate	none	6
CYP2B6	*20	*34		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*20	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*21	*21		Indeterminate	none	6
CYP2B6	*21	*22		Indeterminate	none	6
CYP2B6	*21	*23		Indeterminate	none	6
CYP2B6	*21	*24		Indeterminate	none	6
CYP2B6	*21	*25		Indeterminate	none	6
CYP2B6	*21	*26		Indeterminate	none	6
CYP2B6	*21	*27		Indeterminate	none	6
CYP2B6	*21	*28		Indeterminate	none	6
CYP2B6	*21	*29		Indeterminate	none	6
CYP2B6	*21	*30		Indeterminate	none	6
CYP2B6	*21	*31		Indeterminate	none	6
CYP2B6	*21	*32		Indeterminate	none	6
CYP2B6	*21	*33		Indeterminate	none	6
CYP2B6	*21	*34		Indeterminate	none	6
CYP2B6	*21	*35		Indeterminate	none	6
CYP2B6	*21	*36		Indeterminate	none	6
CYP2B6	*21	*37		Indeterminate	none	6
CYP2B6	*21	*38		Indeterminate	none	6
CYP2B6	*22	*22		Ultrarapid Metabolizer	Normal/Routine/Low Risk	11
CYP2B6	*22	*23		Indeterminate	none	6
CYP2B6	*22	*24		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*22	*25		Indeterminate	none	6
CYP2B6	*22	*26		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*22	*27		Indeterminate	none	6
CYP2B6	*22	*28		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*22	*29		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*22	*30		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*22	*31		Rapid Metabolizer	Normal/Routine/Low Risk	10
CYP2B6	*22	*32		Rapid Metabolizer	Normal/Routine/Low Risk	10
CYP2B6	*22	*33		Indeterminate	none	6
CYP2B6	*22	*34		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*22	*35		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*22	*36		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*22	*37		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*22	*38		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*23	*23		Indeterminate	none	6
CYP2B6	*23	*24		Indeterminate	none	6
CYP2B6	*23	*25		Indeterminate	none	6
CYP2B6	*23	*26		Indeterminate	none	6
CYP2B6	*23	*27		Indeterminate	none	6
CYP2B6	*23	*28		Indeterminate	none	6
CYP2B6	*23	*29		Indeterminate	none	6
CYP2B6	*23	*30		Indeterminate	none	6
CYP2B6	*23	*31		Indeterminate	none	6
CYP2B6	*23	*32		Indeterminate	none	6
CYP2B6	*23	*33		Indeterminate	none	6
CYP2B6	*23	*34		Indeterminate	none	6
CYP2B6	*23	*35		Indeterminate	none	6
CYP2B6	*23	*36		Indeterminate	none	6
CYP2B6	*23	*37		Indeterminate	none	6
CYP2B6	*23	*38		Indeterminate	none	6
CYP2B6	*24	*24		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*24	*25		Indeterminate	none	6
CYP2B6	*24	*26		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*24	*27		Indeterminate	none	6
CYP2B6	*24	*28		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*24	*29		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*24	*30		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*24	*31		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*24	*32		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*24	*33		Indeterminate	none	6
CYP2B6	*24	*34		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*24	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*24	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*24	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*24	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*25	*25		Indeterminate	none	6
CYP2B6	*25	*26		Indeterminate	none	6
CYP2B6	*25	*27		Indeterminate	none	6
CYP2B6	*25	*28		Indeterminate	none	6
CYP2B6	*25	*29		Indeterminate	none	6
CYP2B6	*25	*30		Indeterminate	none	6
CYP2B6	*25	*31		Indeterminate	none	6
CYP2B6	*25	*32		Indeterminate	none	6
CYP2B6	*25	*33		Indeterminate	none	6
CYP2B6	*25	*34		Indeterminate	none	6
CYP2B6	*25	*35		Indeterminate	none	6
CYP2B6	*25	*36		Indeterminate	none	6
CYP2B6	*25	*37		Indeterminate	none	6
CYP2B6	*25	*38		Indeterminate	none	6
CYP2B6	*26	*26		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*26	*27		Indeterminate	none	6
CYP2B6	*26	*28		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*26	*29		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*26	*30		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*26	*31		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*26	*32		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*26	*33		Indeterminate	none	6
CYP2B6	*26	*34		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*26	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*26	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*26	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*26	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*27	*27		Indeterminate	none	6
CYP2B6	*27	*28		Indeterminate	none	6
CYP2B6	*27	*29		Indeterminate	none	6
CYP2B6	*27	*30		Indeterminate	none	6
CYP2B6	*27	*31		Indeterminate	none	6
CYP2B6	*27	*32		Indeterminate	none	6
CYP2B6	*27	*33		Indeterminate	none	6
CYP2B6	*27	*34		Indeterminate	none	6
CYP2B6	*27	*35		Indeterminate	none	6
CYP2B6	*27	*36		Indeterminate	none	6
CYP2B6	*27	*37		Indeterminate	none	6
CYP2B6	*27	*38		Indeterminate	none	6
CYP2B6	*28	*28		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*28	*29		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*28	*30		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*28	*31		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*28	*32		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*28	*33		Indeterminate	none	6
CYP2B6	*28	*34		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*28	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*28	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*28	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*28	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*29	*29		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*29	*30		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*29	*31		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*29	*32		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*29	*33		Indeterminate	none	6
CYP2B6	*29	*34		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*29	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*29	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*29	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*29	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*30	*30		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*30	*31		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*30	*32		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*30	*33		Indeterminate	none	6
CYP2B6	*30	*34		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*30	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*30	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*30	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*30	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*31	*31		Normal Metabolizer	Normal/Routine/Low Risk	8
CYP2B6	*31	*32		Normal Metabolizer	Normal/Routine/Low Risk	8
CYP2B6	*31	*33		Indeterminate	none	6
CYP2B6	*31	*34		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*31	*35		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*31	*36		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*31	*37		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*31	*38		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*32	*32		Normal Metabolizer	Normal/Routine/Low Risk	8
CYP2B6	*32	*33		Indeterminate	none	6
CYP2B6	*32	*34		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*32	*35		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*32	*36		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*32	*37		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*32	*38		Intermediate Metabolizer	Abnormal/Priority/High Risk	7
CYP2B6	*33	*33		Indeterminate	none	6
CYP2B6	*33	*34		Indeterminate	none	6
CYP2B6	*33	*35		Indeterminate	none	6
CYP2B6	*33	*36		Indeterminate	none	6
CYP2B6	*33	*37		Indeterminate	none	6
CYP2B6	*33	*38		Indeterminate	none	6
CYP2B6	*34	*34		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*34	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*34	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*34	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*34	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*35	*35		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*35	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*35	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*35	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*36	*36		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*36	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*36	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*37	*37		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*37	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2B6	*38	*38		Poor Metabolizer	Abnormal/Priority/High Risk	9
CYP2C19	*1	*1		Normal Metabolizer	Normal/Routine/Low Risk	16
CYP2C19	*1	*2		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*3		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*4		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*5		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*6		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*7		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*8		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*9		Likely Intermediate Metabolizer	Abnormal/Priority/High Risk	14
CYP2C19	*1	*10		Likely Intermediate Metabolizer	Abnormal/Priority/High Risk	14
CYP2C19	*1	*11		Normal Metabolizer	Normal/Routine/Low Risk	16
CYP2C19	*1	*12		Indeterminate	none	12
CYP2C19	*1	*13		Normal Metabolizer	Normal/Routine/Low Risk	16
CYP2C19	*1	*14		Indeterminate	none	12
CYP2C19	*1	*15		Normal Metabolizer	Normal/Routine/Low Risk	16
CYP2C19	*1	*16		Likely Intermediate Metabolizer	Abnormal/Priority/High Risk	14
CYP2C19	*1	*17		Rapid Metabolizer	Abnormal/Priority/High Risk	18
CYP2C19	*1	*18		Normal Metabolizer	Normal/Routine/Low Risk	16
CYP2C19	*1	*19		Likely Intermediate Metabolizer	Abnormal/Priority/High Risk	14
CYP2C19	*1	*22		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*23		Indeterminate	none	12
CYP2C19	*1	*24		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*25		Likely Intermediate Metabolizer	Abnormal/Priority/High Risk	14
CYP2C19	*1	*26		Likely Intermediate Metabolizer	Abnormal/Priority/High Risk	14
CYP2C19	*1	*28		Normal Metabolizer	Normal/Routine/Low Risk	16
CYP2C19	*1	*29		Indeterminate	none	12
CYP2C19	*1	*30		Indeterminate	none	12
CYP2C19	*1	*31		Indeterminate	none	12
CYP2C19	*1	*32		Indeterminate	none	12
CYP2C19	*1	*33		Indeterminate	none	12
CYP2C19	*1	*34		Indeterminate	none	12
CYP2C19	*1	*35		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*36		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*37		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*1	*38		Normal Metabolizer	Normal/Routine/Low Risk	16
CYP2C19	*1	*39		Indeterminate	none	12
CYP2C19	*2	*2		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*3		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*4		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*5		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*6		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*7		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*8		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*9		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*2	*10		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*2	*11		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*2	*12		Indeterminate	none	12
CYP2C19	*2	*13		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*2	*14		Indeterminate	none	12
CYP2C19	*2	*15		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*2	*16		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*2	*17		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*2	*18		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*2	*19		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*2	*22		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*23		Indeterminate	none	12
CYP2C19	*2	*24		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*25		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*2	*26		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*2	*28		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*2	*29		Indeterminate	none	12
CYP2C19	*2	*30		Indeterminate	none	12
CYP2C19	*2	*31		Indeterminate	none	12
CYP2C19	*2	*32		Indeterminate	none	12
CYP2C19	*2	*33		Indeterminate	none	12
CYP2C19	*2	*34		Indeterminate	none	12
CYP2C19	*2	*35		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*36		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*37		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*2	*38		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*2	*39		Indeterminate	none	12
CYP2C19	*3	*3		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*4		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*5		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*6		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*7		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*8		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*9		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*3	*10		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*3	*11		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*3	*12		Indeterminate	none	12
CYP2C19	*3	*13		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*3	*14		Indeterminate	none	12
CYP2C19	*3	*15		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*3	*16		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*3	*17		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*3	*18		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*3	*19		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*3	*22		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*23		Indeterminate	none	12
CYP2C19	*3	*24		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*25		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*3	*26		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*3	*28		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*3	*29		Indeterminate	none	12
CYP2C19	*3	*30		Indeterminate	none	12
CYP2C19	*3	*31		Indeterminate	none	12
CYP2C19	*3	*32		Indeterminate	none	12
CYP2C19	*3	*33		Indeterminate	none	12
CYP2C19	*3	*34		Indeterminate	none	12
CYP2C19	*3	*35		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*36		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*37		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*3	*38		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
CYP2C19	*3	*39		Indeterminate	none	12
CYP2C19	*4	*4		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*4	*5		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*4	*6		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*4	*7		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*4	*8		Poor Metabolizer	Abnormal/Priority/High Risk	17
CYP2C19	*4	*9		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*4	*10		Likely Poor Metabolizer	Abnormal/Priority/High Risk	15
CYP2C19	*4	*11		Intermediate Metabolizer	Abnormal/Priority/High Risk	13
