Source	PAID	Summary	Gene	Drug	GeneID	DrugID	Phenotype	Recommendation	Alternate	Dosing
DPWG	PA166104964	The Dutch Pharmacogenetics Working Group Guideline for clomipramine recommends dose changes and to monitor the effect and side effects and the plasma concentrations to set the maintenance dose for CYP2D6 poor (PM), and intermediate (IM) metabolizer or to avoid clomipramine in PM and ultrarapid (UM) metabolizer.	CYP2D6	clomipramine	4352	838	CYP2D6 UM	Use 1.5 times the standard dose and monitor the effect and side effects of the plasma concentrations of clomipramine and desmethylclomipramine to set the maintenance dose. For depression, the therapeutic range is 200-400 ng/mL for the sum of the plasma concentrations of clomipramine and desmethylclomipramine. For anxiety disorders, the therapeutic plasma concentration of clomipramine is approximately 100 ng/mL, in combination with a plasma concentration of desmethylclomipramine lower than 200 ng/mL. For obsessive compulsive disorder, the therapeutic plasma concentration of clomipramine is higher than 200 ng/mL, in combination with a plasma concentration of desmethylclomipramine that is as low as possible. If a dose increase is not wanted due to potential cardiotoxic hydroxy metabolites: avoid clomipramine. Antidepressants that are not metabolised by CYP2D6, or to a lesser extent, include citalopram and sertraline.	0	0
DPWG	PA166104964	The Dutch Pharmacogenetics Working Group Guideline for clomipramine recommends dose changes and to monitor the effect and side effects and the plasma concentrations to set the maintenance dose for CYP2D6 poor (PM), and intermediate (IM) metabolizer or to avoid clomipramine in PM and ultrarapid (UM) metabolizer.	CYP2D6	clomipramine	4352	838	CYP2D6 IM	Use 70% of the standard dose and monitor the effect and side effects or the plasma concentrations of clomipramine and desmethylclomipramine. For depression, the therapeutic range is 200-400 ng/mL for the sum of the plasma concentrations of clomipramine and desmethylclomipramine. For anxiety disorders, the therapeutic plasma concentration of clomipramine is approximately 100 ng/mL, in combination with a plasma concentration of desmethylclomipramine lower than 200 ng/mLFor obsessive compulsive disorder, the therapeutic plasma concentration of clomipramine is higher than 200 ng/mL, in combination with a plasma concentration of desmethylclomipramine that is as low as possible. A sum of the plasma concentrations of clomipramine and desmethylclomipramine higher than 600 ng/mL is considered toxic.	0	0
DPWG	PA166104964	The Dutch Pharmacogenetics Working Group Guideline for clomipramine recommends dose changes and to monitor the effect and side effects and the plasma concentrations to set the maintenance dose for CYP2D6 poor (PM), and intermediate (IM) metabolizer or to avoid clomipramine in PM and ultrarapid (UM) metabolizer.	CYP2D6	clomipramine	4352	838	CYP2D6 PM	Indication DEPRESSION: use 50% of the standard dose and monitor the effect and side effects or the plasma concentrations of clomipramine and desmethylclomipramine in order to set the maintenance dose. The therapeutic range is 200-400 ng/mL for the sum of the plasma concentrations of clomipramine and desmethylclomipramine. Values higher than 600 ng/mL are considered toxic. Indication ANXIETY DISORDERS or OBSESSIVE COMPULSIVE DISORDER: if side effects occur: use 50% of the standard dose and monitor the effect and side effects or the plasma concentrations of clomipramine and desmethylclomipramine in order to set the maintenance dose. It is not known whether it is possible to reduce the dose to such an extent that the side effects disappear while the effectiveness is retained. Clomipramine and desmethylclomipramine both contribute to the side effects. Only clomipramine contributes to the effectiveness. For anxiety disorders, the therapeutic plasma concentration of clomipramine is approximately 100 ng/mL, in combination with a plasma concentration of desmethylclomipramine lower than 200 ng/mL. For obsessive compulsive disorder, the therapeutic plasma concentration of clomipramine is higher than 200 ng/mL, in combination with a plasma concentration of desmethylclomipramine that is as low as possible. A sum of the plasma concentrations of clomipramine and desmethylclomipramine higher than 600 ng/mL is considered toxic, whilst the therapeutic upper limit for depression is 400 ng/mL. If dose reduction does not have the desired effect: avoid clomipramine. Antidepressants that are not metabolised by CYP2D6, or to a lesser extent, include citalopram and sertraline.	0	0
DPWG	PA166104964	The Dutch Pharmacogenetics Working Group Guideline for clomipramine recommends dose changes and to monitor the effect and side effects and the plasma concentrations to set the maintenance dose for CYP2D6 poor (PM), and intermediate (IM) metabolizer or to avoid clomipramine in PM and ultrarapid (UM) metabolizer.	CYP2D6	clomipramine	4352	838	CYP2D6 UM	Use 1.5 times the standard dose and monitor the effect and side effects of the plasma concentrations of clomipramine and desmethylclomipramine to set the maintenance dose. For depression, the therapeutic range is 200-400 ng/mL for the sum of the plasma concentrations of clomipramine and desmethylclomipramine. For anxiety disorders, the therapeutic plasma concentration of clomipramine is approximately 100 ng/mL, in combination with a plasma concentration of desmethylclomipramine lower than 200 ng/mL. For obsessive compulsive disorder, the therapeutic plasma concentration of clomipramine is higher than 200 ng/mL, in combination with a plasma concentration of desmethylclomipramine that is as low as possible. If a dose increase is not wanted due to potential cardiotoxic hydroxy metabolites: avoid clomipramine. Antidepressants that are not metabolised by CYP2D6, or to a lesser extent, include citalopram and sertraline.	0	0
DPWG	PA166104964	The Dutch Pharmacogenetics Working Group Guideline for clomipramine recommends dose changes and to monitor the effect and side effects and the plasma concentrations to set the maintenance dose for CYP2D6 poor (PM), and intermediate (IM) metabolizer or to avoid clomipramine in PM and ultrarapid (UM) metabolizer.	CYP2D6	clomipramine	4352	838	CYP2D6 IM	Use 70% of the standard dose and monitor the effect and side effects or the plasma concentrations of clomipramine and desmethylclomipramine. For depression, the therapeutic range is 200-400 ng/mL for the sum of the plasma concentrations of clomipramine and desmethylclomipramine. For anxiety disorders, the therapeutic plasma concentration of clomipramine is approximately 100 ng/mL, in combination with a plasma concentration of desmethylclomipramine lower than 200 ng/mL. For obsessive compulsive disorder, the therapeutic plasma concentration of clomipramine is higher than 200 ng/mL, in combination with a plasma concentration of desmethylclomipramine that is as low as possible. A sum of the plasma concentrations of clomipramine and desmethylclomipramine higher than 600 ng/mL is considered toxic.	0	0
DPWG	PA166104964	The Dutch Pharmacogenetics Working Group Guideline for clomipramine recommends dose changes and to monitor the effect and side effects and the plasma concentrations to set the maintenance dose for CYP2D6 poor (PM), and intermediate (IM) metabolizer or to avoid clomipramine in PM and ultrarapid (UM) metabolizer.	CYP2D6	clomipramine	4352	838	CYP2D6 PM	Indication DEPRESSION: use 50% of the standard dose and monitor the effect and side effects or the plasma concentrations of clomipramine and desmethylclomipramine in order to set the maintenance dose. The therapeutic range is 200-400 ng/mL for the sum of the plasma concentrations of clomipramine and desmethylclomipramine. Values higher than 600 ng/mL are considered toxic. Indication ANXIETY DISORDERS or OBSESSIVE COMPULSIVE DISORDER: if side effects occur: use 50% of the standard dose and monitor the effect and side effects or the plasma concentrations of clomipramine and desmethylclomipramine in order to set the maintenance dose. It is not known whether it is possible to reduce the dose to such an extent that the side effects disappear while the effectiveness is retained. Clomipramine and desmethylclomipramine both contribute to the side effects. Only clomipramine contributes to the effectiveness. For anxiety disorders, the therapeutic plasma concentration of clomipramine is approximately 100 ng/mL, in combination with a plasma concentration of desmethylclomipramine lower than 200 ng/mL. For obsessive compulsive disorder, the therapeutic plasma concentration of clomipramine is higher than 200 ng/mL, in combination with a plasma concentration of desmethylclomipramine that is as low as possible. A sum of the plasma concentrations of clomipramine and desmethylclomipramine higher than 600 ng/mL is considered toxic, whilst the therapeutic upper limit for depression is 400 ng/mL. If dose reduction does not have the desired effect: avoid clomipramine. Antidepressants that are not metabolised by CYP2D6, or to a lesser extent, include citalopram and sertraline.	0	0
DPWG	PA166104964	The Dutch Pharmacogenetics Working Group Guideline for clomipramine recommends dose changes and to monitor the effect and side effects and the plasma concentrations to set the maintenance dose for CYP2D6 poor (PM), and intermediate (IM) metabolizer or to avoid clomipramine in PM and ultrarapid (UM) metabolizer.	CYP2D6	clomipramine	4352	838	PM (two inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) alleles)	Reduce dose by 50% and monitor (desmethyl) clomipramine plasma concentration.	0	0
DPWG	PA166104964	The Dutch Pharmacogenetics Working Group Guideline for clomipramine recommends dose changes and to monitor the effect and side effects and the plasma concentrations to set the maintenance dose for CYP2D6 poor (PM), and intermediate (IM) metabolizer or to avoid clomipramine in PM and ultrarapid (UM) metabolizer.	CYP2D6	clomipramine	4352	838	IM (two decreased-activity (*9, *10, *17, *29, *36, *41) alleles or carrying one active (*1, *2, *33, *35) and one inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) allele, or carrying one decreased-activity (*9, *10, *17, *29, *36, *41) allele and one inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) allele)	Insufficient data to allow calculation of dose adjustment. Monitor (desmethyl)clomipramine plasma concentration	0	0
DPWG	PA166104964	The Dutch Pharmacogenetics Working Group Guideline for clomipramine recommends dose changes and to monitor the effect and side effects and the plasma concentrations to set the maintenance dose for CYP2D6 poor (PM), and intermediate (IM) metabolizer or to avoid clomipramine in PM and ultrarapid (UM) metabolizer.	CYP2D6	clomipramine	4352	838	UM (a gene duplication in absence of inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) or decreased-activity (*9, *10, *17, *29, *36, *41) alleles)	Select alternative drug (e.g., citalopram, sertralin) or monitor (desmethyl)clomipramine plasma concentration.	0	0
CPIC	PA166176623	The CPIC Dosing Guideline for oxcarbazepine recommends an alternative drug for oxcarbazepine-naive patients carrying at least one copy of HLA-B*15:02 due to the association of this allele with an increased risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN).	HLA-B	oxcarbazepine	8015	2468	Homozygous for alleles other than HLA-B*15:02	Use oxcarbazepine per standard dosing guidelines.	0	0
